"","year","month","day","date","reg_season","mode"
"3770",1990,4,27,1990-04-27,"open","Private"
"3771",1990,4,28,1990-04-28,"open","Private"
"3772",1990,4,29,1990-04-29,"open","Private"
"3773",1990,4,30,1990-04-30,"open","Private"
"3774",1990,5,1,1990-05-01,"open","Private"
"3775",1990,5,2,1990-05-02,"open","Private"
"3776",1990,5,3,1990-05-03,"open","Private"
"3777",1990,5,4,1990-05-04,"open","Private"
"3778",1990,5,5,1990-05-05,"open","Private"
"3779",1990,5,6,1990-05-06,"open","Private"
"3780",1990,5,7,1990-05-07,"open","Private"
"3781",1990,5,8,1990-05-08,"open","Private"
"3782",1990,5,9,1990-05-09,"open","Private"
"3783",1990,5,10,1990-05-10,"open","Private"
"3784",1990,5,11,1990-05-11,"open","Private"
"3785",1990,5,12,1990-05-12,"open","Private"
"3786",1990,5,13,1990-05-13,"open","Private"
"3787",1990,5,14,1990-05-14,"open","Private"
"3788",1990,5,15,1990-05-15,"open","Private"
"3789",1990,5,16,1990-05-16,"open","Private"
"3790",1990,5,17,1990-05-17,"open","Private"
"3791",1990,5,18,1990-05-18,"open","Private"
"3792",1990,5,19,1990-05-19,"open","Private"
"3793",1990,5,20,1990-05-20,"open","Private"
"3794",1990,5,21,1990-05-21,"open","Private"
"3795",1990,5,22,1990-05-22,"open","Private"
"3796",1990,5,23,1990-05-23,"open","Private"
"3797",1990,5,24,1990-05-24,"open","Private"
"3798",1990,5,25,1990-05-25,"open","Private"
"3799",1990,5,26,1990-05-26,"open","Private"
"3800",1990,5,27,1990-05-27,"open","Private"
"3801",1990,5,28,1990-05-28,"open","Private"
"3802",1990,5,29,1990-05-29,"open","Private"
"3803",1990,5,30,1990-05-30,"open","Private"
"3804",1990,5,31,1990-05-31,"open","Private"
"3805",1990,6,1,1990-06-01,"open","Private"
"3806",1990,6,2,1990-06-02,"open","Private"
"3807",1990,6,3,1990-06-03,"open","Private"
"3808",1990,6,4,1990-06-04,"open","Private"
"3809",1990,6,5,1990-06-05,"open","Private"
"3810",1990,6,6,1990-06-06,"open","Private"
"3811",1990,6,7,1990-06-07,"open","Private"
"3812",1990,6,8,1990-06-08,"open","Private"
"3813",1990,6,9,1990-06-09,"open","Private"
"3814",1990,6,10,1990-06-10,"open","Private"
"3815",1990,6,11,1990-06-11,"open","Private"
"3816",1990,6,12,1990-06-12,"open","Private"
"3817",1990,6,13,1990-06-13,"open","Private"
"3818",1990,6,14,1990-06-14,"open","Private"
"3819",1990,6,15,1990-06-15,"open","Private"
"3820",1990,6,16,1990-06-16,"open","Private"
"3821",1990,6,17,1990-06-17,"open","Private"
"3822",1990,6,18,1990-06-18,"open","Private"
"3823",1990,6,19,1990-06-19,"open","Private"
"3824",1990,6,20,1990-06-20,"open","Private"
"3825",1990,6,21,1990-06-21,"open","Private"
"3826",1990,6,22,1990-06-22,"open","Private"
"3827",1990,6,23,1990-06-23,"open","Private"
"3828",1990,6,24,1990-06-24,"open","Private"
"3829",1990,6,25,1990-06-25,"open","Private"
"3830",1990,6,26,1990-06-26,"open","Private"
"3831",1990,6,27,1990-06-27,"open","Private"
"3832",1990,6,28,1990-06-28,"open","Private"
"3833",1990,6,29,1990-06-29,"open","Private"
"3834",1990,6,30,1990-06-30,"open","Private"
"3835",1990,7,1,1990-07-01,"open","Private"
"3836",1990,7,2,1990-07-02,"open","Private"
"3837",1990,7,3,1990-07-03,"open","Private"
"3838",1990,7,4,1990-07-04,"open","Private"
"3839",1990,7,5,1990-07-05,"open","Private"
"3840",1990,7,6,1990-07-06,"open","Private"
"3841",1990,7,7,1990-07-07,"open","Private"
"3842",1990,7,8,1990-07-08,"open","Private"
"3843",1990,7,9,1990-07-09,"open","Private"
"3844",1990,7,10,1990-07-10,"open","Private"
"3845",1990,7,11,1990-07-11,"open","Private"
"3846",1990,7,12,1990-07-12,"open","Private"
"3847",1990,7,13,1990-07-13,"open","Private"
"3848",1990,7,14,1990-07-14,"open","Private"
"3849",1990,7,15,1990-07-15,"open","Private"
"3850",1990,7,16,1990-07-16,"open","Private"
"3851",1990,7,17,1990-07-17,"open","Private"
"3852",1990,7,18,1990-07-18,"open","Private"
"3853",1990,7,19,1990-07-19,"open","Private"
"3854",1990,7,20,1990-07-20,"open","Private"
"3855",1990,7,21,1990-07-21,"open","Private"
"3856",1990,7,22,1990-07-22,"open","Private"
"3857",1990,7,23,1990-07-23,"open","Private"
"3858",1990,7,24,1990-07-24,"open","Private"
"3859",1990,7,25,1990-07-25,"open","Private"
"3860",1990,7,26,1990-07-26,"open","Private"
"3861",1990,7,27,1990-07-27,"open","Private"
"3862",1990,7,28,1990-07-28,"open","Private"
"3863",1990,7,29,1990-07-29,"open","Private"
"3864",1990,7,30,1990-07-30,"open","Private"
"3865",1990,7,31,1990-07-31,"open","Private"
"3866",1990,8,1,1990-08-01,"open","Private"
"3867",1990,8,2,1990-08-02,"open","Private"
"3868",1990,8,3,1990-08-03,"open","Private"
"3869",1990,8,4,1990-08-04,"open","Private"
"3870",1990,8,5,1990-08-05,"open","Private"
"3871",1990,8,6,1990-08-06,"open","Private"
"3872",1990,8,7,1990-08-07,"open","Private"
"3873",1990,8,8,1990-08-08,"open","Private"
"3874",1990,8,9,1990-08-09,"open","Private"
"3875",1990,8,10,1990-08-10,"open","Private"
"3876",1990,8,11,1990-08-11,"open","Private"
"3877",1990,8,12,1990-08-12,"open","Private"
"3878",1990,8,13,1990-08-13,"open","Private"
"3879",1990,8,14,1990-08-14,"open","Private"
"3880",1990,8,15,1990-08-15,"open","Private"
"3881",1990,8,16,1990-08-16,"open","Private"
"3882",1990,8,17,1990-08-17,"open","Private"
"3883",1990,8,18,1990-08-18,"open","Private"
"3884",1990,8,19,1990-08-19,"open","Private"
"3885",1990,8,20,1990-08-20,"open","Private"
"3886",1990,8,21,1990-08-21,"open","Private"
"3887",1990,8,22,1990-08-22,"open","Private"
"3888",1990,8,23,1990-08-23,"open","Private"
"3889",1990,8,24,1990-08-24,"open","Private"
"3890",1990,8,25,1990-08-25,"open","Private"
"3891",1990,8,26,1990-08-26,"open","Private"
"3892",1990,8,27,1990-08-27,"open","Private"
"3893",1990,8,28,1990-08-28,"open","Private"
"3894",1990,8,29,1990-08-29,"open","Private"
"3895",1990,8,30,1990-08-30,"open","Private"
"3896",1990,8,31,1990-08-31,"open","Private"
"3897",1990,9,1,1990-09-01,"open","Private"
"3898",1990,9,2,1990-09-02,"open","Private"
"3899",1990,9,3,1990-09-03,"open","Private"
"3900",1990,9,4,1990-09-04,"open","Private"
"3901",1990,9,5,1990-09-05,"open","Private"
"3902",1990,9,6,1990-09-06,"open","Private"
"3903",1990,9,7,1990-09-07,"open","Private"
"3904",1990,9,8,1990-09-08,"open","Private"
"3905",1990,9,9,1990-09-09,"open","Private"
"3906",1990,9,10,1990-09-10,"open","Private"
"3907",1990,9,11,1990-09-11,"open","Private"
"3908",1990,9,12,1990-09-12,"open","Private"
"3909",1990,9,13,1990-09-13,"open","Private"
"3910",1990,9,14,1990-09-14,"open","Private"
"3911",1990,9,15,1990-09-15,"open","Private"
"3912",1990,9,16,1990-09-16,"open","Private"
"3913",1990,9,17,1990-09-17,"open","Private"
"3914",1990,9,18,1990-09-18,"open","Private"
"3915",1990,9,19,1990-09-19,"open","Private"
"3916",1990,9,20,1990-09-20,"open","Private"
"3917",1990,9,21,1990-09-21,"open","Private"
"3918",1990,9,22,1990-09-22,"open","Private"
"3919",1990,9,23,1990-09-23,"open","Private"
"3920",1990,9,24,1990-09-24,"open","Private"
"3921",1990,9,25,1990-09-25,"open","Private"
"3922",1990,9,26,1990-09-26,"open","Private"
"3923",1990,9,27,1990-09-27,"open","Private"
"3924",1990,9,28,1990-09-28,"open","Private"
"3925",1990,9,29,1990-09-29,"open","Private"
"3926",1990,9,30,1990-09-30,"open","Private"
"3927",1990,10,1,1990-10-01,"open","Private"
"3928",1990,10,2,1990-10-02,"open","Private"
"3929",1990,10,3,1990-10-03,"open","Private"
"3930",1990,10,4,1990-10-04,"open","Private"
"3931",1990,10,5,1990-10-05,"open","Private"
"3932",1990,10,6,1990-10-06,"open","Private"
"3933",1990,10,7,1990-10-07,"open","Private"
"3934",1990,10,8,1990-10-08,"open","Private"
"3935",1990,10,9,1990-10-09,"open","Private"
"3936",1990,10,10,1990-10-10,"open","Private"
"3937",1990,10,11,1990-10-11,"open","Private"
"3938",1990,10,12,1990-10-12,"open","Private"
"3939",1990,10,13,1990-10-13,"open","Private"
"3940",1990,10,14,1990-10-14,"open","Private"
"3941",1990,10,15,1990-10-15,"open","Private"
"3942",1990,10,16,1990-10-16,"open","Private"
"3943",1990,10,17,1990-10-17,"open","Private"
"3944",1990,10,18,1990-10-18,"open","Private"
"3945",1990,10,19,1990-10-19,"open","Private"
"3946",1990,10,20,1990-10-20,"open","Private"
"3947",1990,10,21,1990-10-21,"open","Private"
"3948",1990,10,22,1990-10-22,"open","Private"
"3949",1990,10,23,1990-10-23,"open","Private"
"3950",1990,10,24,1990-10-24,"open","Private"
"3951",1990,10,25,1990-10-25,"open","Private"
"3952",1990,10,26,1990-10-26,"open","Private"
"3953",1990,10,27,1990-10-27,"open","Private"
"3954",1990,10,28,1990-10-28,"open","Private"
"3955",1990,10,29,1990-10-29,"open","Private"
"3956",1990,10,30,1990-10-30,"open","Private"
"3957",1990,10,31,1990-10-31,"open","Private"
"3958",1990,11,1,1990-11-01,"open","Private"
"3959",1990,11,2,1990-11-02,"open","Private"
"3960",1990,11,3,1990-11-03,"open","Private"
"3961",1990,11,4,1990-11-04,"open","Private"
"3962",1990,11,5,1990-11-05,"open","Private"
"3963",1990,11,6,1990-11-06,"open","Private"
"3964",1990,11,7,1990-11-07,"open","Private"
"3965",1990,11,8,1990-11-08,"open","Private"
"3966",1990,11,9,1990-11-09,"open","Private"
"3967",1990,11,10,1990-11-10,"open","Private"
"3968",1990,11,11,1990-11-11,"open","Private"
"3969",1990,11,12,1990-11-12,"open","Private"
"3970",1990,11,13,1990-11-13,"open","Private"
"3971",1990,11,14,1990-11-14,"open","Private"
"3972",1990,11,15,1990-11-15,"open","Private"
"3973",1990,11,16,1990-11-16,"open","Private"
"3974",1990,11,17,1990-11-17,"open","Private"
"3975",1990,11,18,1990-11-18,"open","Private"
"3976",1990,11,19,1990-11-19,"open","Private"
"3977",1990,11,20,1990-11-20,"open","Private"
"3978",1990,11,21,1990-11-21,"open","Private"
"3979",1990,11,22,1990-11-22,"open","Private"
"3980",1990,11,23,1990-11-23,"open","Private"
"3981",1990,11,24,1990-11-24,"open","Private"
"3982",1990,11,25,1990-11-25,"open","Private"
"3983",1990,11,26,1990-11-26,"open","Private"
"3984",1990,11,27,1990-11-27,"open","Private"
"3985",1990,11,28,1990-11-28,"open","Private"
"3986",1990,11,29,1990-11-29,"open","Private"
"3987",1990,11,30,1990-11-30,"open","Private"
"3988",1990,12,1,1990-12-01,"open","Private"
"3989",1990,12,2,1990-12-02,"open","Private"
"3990",1990,12,3,1990-12-03,"open","Private"
"3991",1990,12,4,1990-12-04,"open","Private"
"3992",1990,12,5,1990-12-05,"open","Private"
"3993",1990,12,6,1990-12-06,"open","Private"
"3994",1990,12,7,1990-12-07,"open","Private"
"3995",1990,12,8,1990-12-08,"open","Private"
"3996",1990,12,9,1990-12-09,"open","Private"
"3997",1990,12,10,1990-12-10,"open","Private"
"3998",1990,12,11,1990-12-11,"open","Private"
"3999",1990,12,12,1990-12-12,"open","Private"
"4000",1990,12,13,1990-12-13,"open","Private"
"4001",1990,12,14,1990-12-14,"open","Private"
"4002",1990,12,15,1990-12-15,"open","Private"
"4003",1990,12,16,1990-12-16,"open","Private"
"4004",1990,12,17,1990-12-17,"open","Private"
"4005",1990,12,18,1990-12-18,"open","Private"
"4006",1990,12,19,1990-12-19,"open","Private"
"4007",1990,12,20,1990-12-20,"open","Private"
"4008",1990,12,21,1990-12-21,"open","Private"
"4009",1990,12,22,1990-12-22,"open","Private"
"4010",1990,12,23,1990-12-23,"open","Private"
"4011",1990,12,24,1990-12-24,"open","Private"
"4012",1990,12,25,1990-12-25,"open","Private"
"4013",1990,12,26,1990-12-26,"open","Private"
"4014",1990,12,27,1990-12-27,"open","Private"
"4015",1990,12,28,1990-12-28,"open","Private"
"4016",1990,12,29,1990-12-29,"open","Private"
"4017",1990,12,30,1990-12-30,"open","Private"
"4018",1990,12,31,1990-12-31,"open","Private"
"4019",1991,1,1,1991-01-01,"open","Private"
"4020",1991,1,2,1991-01-02,"open","Private"
"4021",1991,1,3,1991-01-03,"open","Private"
"4022",1991,1,4,1991-01-04,"open","Private"
"4023",1991,1,5,1991-01-05,"open","Private"
"4024",1991,1,6,1991-01-06,"open","Private"
"4025",1991,1,7,1991-01-07,"open","Private"
"4026",1991,1,8,1991-01-08,"open","Private"
"4027",1991,1,9,1991-01-09,"open","Private"
"4028",1991,1,10,1991-01-10,"open","Private"
"4029",1991,1,11,1991-01-11,"open","Private"
"4030",1991,1,12,1991-01-12,"open","Private"
"4031",1991,1,13,1991-01-13,"open","Private"
"4032",1991,1,14,1991-01-14,"open","Private"
"4033",1991,1,15,1991-01-15,"open","Private"
"4034",1991,1,16,1991-01-16,"open","Private"
"4035",1991,1,17,1991-01-17,"open","Private"
"4036",1991,1,18,1991-01-18,"open","Private"
"4037",1991,1,19,1991-01-19,"open","Private"
"4038",1991,1,20,1991-01-20,"open","Private"
"4039",1991,1,21,1991-01-21,"open","Private"
"4040",1991,1,22,1991-01-22,"open","Private"
"4041",1991,1,23,1991-01-23,"open","Private"
"4042",1991,1,24,1991-01-24,"open","Private"
"4043",1991,1,25,1991-01-25,"open","Private"
"4044",1991,1,26,1991-01-26,"open","Private"
"4045",1991,1,27,1991-01-27,"open","Private"
"4046",1991,1,28,1991-01-28,"open","Private"
"4047",1991,1,29,1991-01-29,"open","Private"
"4048",1991,1,30,1991-01-30,"open","Private"
"4049",1991,1,31,1991-01-31,"open","Private"
"4050",1991,2,1,1991-02-01,"open","Private"
"4051",1991,2,2,1991-02-02,"open","Private"
"4052",1991,2,3,1991-02-03,"open","Private"
"4053",1991,2,4,1991-02-04,"open","Private"
"4054",1991,2,5,1991-02-05,"open","Private"
"4055",1991,2,6,1991-02-06,"open","Private"
"4056",1991,2,7,1991-02-07,"open","Private"
"4057",1991,2,8,1991-02-08,"open","Private"
"4058",1991,2,9,1991-02-09,"open","Private"
"4059",1991,2,10,1991-02-10,"open","Private"
"4060",1991,2,11,1991-02-11,"open","Private"
"4061",1991,2,12,1991-02-12,"open","Private"
"4062",1991,2,13,1991-02-13,"open","Private"
"4063",1991,2,14,1991-02-14,"open","Private"
"4064",1991,2,15,1991-02-15,"open","Private"
"4065",1991,2,16,1991-02-16,"open","Private"
"4066",1991,2,17,1991-02-17,"open","Private"
"4067",1991,2,18,1991-02-18,"open","Private"
"4068",1991,2,19,1991-02-19,"open","Private"
"4069",1991,2,20,1991-02-20,"open","Private"
"4070",1991,2,21,1991-02-21,"open","Private"
"4071",1991,2,22,1991-02-22,"open","Private"
"4072",1991,2,23,1991-02-23,"open","Private"
"4073",1991,2,24,1991-02-24,"open","Private"
"4074",1991,2,25,1991-02-25,"open","Private"
"4075",1991,2,26,1991-02-26,"open","Private"
"4076",1991,2,27,1991-02-27,"open","Private"
"4077",1991,2,28,1991-02-28,"open","Private"
"4078",1991,3,1,1991-03-01,"open","Private"
"4079",1991,3,2,1991-03-02,"open","Private"
"4080",1991,3,3,1991-03-03,"open","Private"
"4081",1991,3,4,1991-03-04,"open","Private"
"4082",1991,3,5,1991-03-05,"open","Private"
"4083",1991,3,6,1991-03-06,"open","Private"
"4084",1991,3,7,1991-03-07,"open","Private"
"4085",1991,3,8,1991-03-08,"open","Private"
"4086",1991,3,9,1991-03-09,"open","Private"
"4087",1991,3,10,1991-03-10,"open","Private"
"4088",1991,3,11,1991-03-11,"open","Private"
"4089",1991,3,12,1991-03-12,"open","Private"
"4090",1991,3,13,1991-03-13,"open","Private"
"4091",1991,3,14,1991-03-14,"open","Private"
"4092",1991,3,15,1991-03-15,"open","Private"
"4093",1991,3,16,1991-03-16,"open","Private"
"4094",1991,3,17,1991-03-17,"open","Private"
"4095",1991,3,18,1991-03-18,"open","Private"
"4096",1991,3,19,1991-03-19,"open","Private"
"4097",1991,3,20,1991-03-20,"open","Private"
"4098",1991,3,21,1991-03-21,"open","Private"
"4099",1991,3,22,1991-03-22,"open","Private"
"4100",1991,3,23,1991-03-23,"open","Private"
"4101",1991,3,24,1991-03-24,"open","Private"
"4102",1991,3,25,1991-03-25,"open","Private"
"4103",1991,3,26,1991-03-26,"open","Private"
"4104",1991,3,27,1991-03-27,"open","Private"
"4105",1991,3,28,1991-03-28,"open","Private"
"4106",1991,3,29,1991-03-29,"open","Private"
"4107",1991,3,30,1991-03-30,"open","Private"
"4108",1991,3,31,1991-03-31,"open","Private"
"4109",1991,4,1,1991-04-01,"open","Private"
"4110",1991,4,2,1991-04-02,"open","Private"
"4111",1991,4,3,1991-04-03,"open","Private"
"4112",1991,4,4,1991-04-04,"open","Private"
"4113",1991,4,5,1991-04-05,"open","Private"
"4114",1991,4,6,1991-04-06,"open","Private"
"4115",1991,4,7,1991-04-07,"open","Private"
"4116",1991,4,8,1991-04-08,"open","Private"
"4117",1991,4,9,1991-04-09,"open","Private"
"4118",1991,4,10,1991-04-10,"open","Private"
"4119",1991,4,11,1991-04-11,"open","Private"
"4120",1991,4,12,1991-04-12,"open","Private"
"4121",1991,4,13,1991-04-13,"open","Private"
"4122",1991,4,14,1991-04-14,"open","Private"
"4123",1991,4,15,1991-04-15,"open","Private"
"4124",1991,4,16,1991-04-16,"open","Private"
"4125",1991,4,17,1991-04-17,"open","Private"
"4126",1991,4,18,1991-04-18,"open","Private"
"4127",1991,4,19,1991-04-19,"open","Private"
"4128",1991,4,20,1991-04-20,"open","Private"
"4129",1991,4,21,1991-04-21,"open","Private"
"4130",1991,4,22,1991-04-22,"open","Private"
"4131",1991,4,23,1991-04-23,"open","Private"
"4132",1991,4,24,1991-04-24,"open","Private"
"4133",1991,4,25,1991-04-25,"open","Private"
"4134",1991,4,26,1991-04-26,"open","Private"
"4135",1991,4,27,1991-04-27,"open","Private"
"4136",1991,4,28,1991-04-28,"open","Private"
"4137",1991,4,29,1991-04-29,"open","Private"
"4138",1991,4,30,1991-04-30,"open","Private"
"4139",1991,5,1,1991-05-01,"open","Private"
"4140",1991,5,2,1991-05-02,"open","Private"
"4141",1991,5,3,1991-05-03,"open","Private"
"4142",1991,5,4,1991-05-04,"open","Private"
"4143",1991,5,5,1991-05-05,"open","Private"
"4144",1991,5,6,1991-05-06,"open","Private"
"4145",1991,5,7,1991-05-07,"open","Private"
"4146",1991,5,8,1991-05-08,"open","Private"
"4147",1991,5,9,1991-05-09,"open","Private"
"4148",1991,5,10,1991-05-10,"open","Private"
"4149",1991,5,11,1991-05-11,"open","Private"
"4150",1991,5,12,1991-05-12,"open","Private"
"4151",1991,5,13,1991-05-13,"open","Private"
"4152",1991,5,14,1991-05-14,"open","Private"
"4153",1991,5,15,1991-05-15,"open","Private"
"4154",1991,5,16,1991-05-16,"open","Private"
"4155",1991,5,17,1991-05-17,"open","Private"
"4156",1991,5,18,1991-05-18,"open","Private"
"4157",1991,5,19,1991-05-19,"open","Private"
"4158",1991,5,20,1991-05-20,"open","Private"
"4159",1991,5,21,1991-05-21,"open","Private"
"4160",1991,5,22,1991-05-22,"open","Private"
"4161",1991,5,23,1991-05-23,"open","Private"
"4162",1991,5,24,1991-05-24,"open","Private"
"4163",1991,5,25,1991-05-25,"open","Private"
"4164",1991,5,26,1991-05-26,"open","Private"
"4165",1991,5,27,1991-05-27,"open","Private"
"4166",1991,5,28,1991-05-28,"open","Private"
"4167",1991,5,29,1991-05-29,"open","Private"
"4168",1991,5,30,1991-05-30,"open","Private"
"4169",1991,5,31,1991-05-31,"open","Private"
"4170",1991,6,1,1991-06-01,"open","Private"
"4171",1991,6,2,1991-06-02,"open","Private"
"4172",1991,6,3,1991-06-03,"open","Private"
"4173",1991,6,4,1991-06-04,"open","Private"
"4174",1991,6,5,1991-06-05,"open","Private"
"4175",1991,6,6,1991-06-06,"open","Private"
"4176",1991,6,7,1991-06-07,"open","Private"
"4177",1991,6,8,1991-06-08,"open","Private"
"4178",1991,6,9,1991-06-09,"open","Private"
"4179",1991,6,10,1991-06-10,"open","Private"
"4180",1991,6,11,1991-06-11,"open","Private"
"4181",1991,6,12,1991-06-12,"open","Private"
"4182",1991,6,13,1991-06-13,"open","Private"
"4183",1991,6,14,1991-06-14,"open","Private"
"4184",1991,6,15,1991-06-15,"open","Private"
"4185",1991,6,16,1991-06-16,"open","Private"
"4186",1991,6,17,1991-06-17,"open","Private"
"4187",1991,6,18,1991-06-18,"open","Private"
"4188",1991,6,19,1991-06-19,"open","Private"
"4189",1991,6,20,1991-06-20,"open","Private"
"4190",1991,6,21,1991-06-21,"open","Private"
"4191",1991,6,22,1991-06-22,"open","Private"
"4192",1991,6,23,1991-06-23,"open","Private"
"4193",1991,6,24,1991-06-24,"open","Private"
"4194",1991,6,25,1991-06-25,"open","Private"
"4195",1991,6,26,1991-06-26,"open","Private"
"4196",1991,6,27,1991-06-27,"open","Private"
"4197",1991,6,28,1991-06-28,"open","Private"
"4198",1991,6,29,1991-06-29,"open","Private"
"4199",1991,6,30,1991-06-30,"open","Private"
"4200",1991,7,1,1991-07-01,"open","Private"
"4201",1991,7,2,1991-07-02,"open","Private"
"4202",1991,7,3,1991-07-03,"open","Private"
"4203",1991,7,4,1991-07-04,"open","Private"
"4204",1991,7,5,1991-07-05,"open","Private"
"4205",1991,7,6,1991-07-06,"open","Private"
"4206",1991,7,7,1991-07-07,"open","Private"
"4207",1991,7,8,1991-07-08,"open","Private"
"4208",1991,7,9,1991-07-09,"open","Private"
"4209",1991,7,10,1991-07-10,"open","Private"
"4210",1991,7,11,1991-07-11,"open","Private"
"4211",1991,7,12,1991-07-12,"open","Private"
